OA22CD,DZ22CD,DZ22NM,IZ22CD,IZ22NM,LAD24CD,LAD24NM
S00136754,S01013522,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136795,S01013522,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136848,S01013522,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136777,S01013522,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136888,S01013522,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136820,S01013522,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136742,S01013522,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136819,S01013522,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136747,S01013523,"Braeside, Mannofield, Broomhill and Seafield North - 05",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136767,S01013523,"Braeside, Mannofield, Broomhill and Seafield North - 05",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136782,S01013523,"Braeside, Mannofield, Broomhill and Seafield North - 05",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136755,S01013523,"Braeside, Mannofield, Broomhill and Seafield North - 05",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136735,S01013523,"Braeside, Mannofield, Broomhill and Seafield North - 05",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S12000033,Aberdeen City
S00136719,S01013524,Hazlehead - 01,S02002523,Hazlehead,S12000033,Aberdeen City
S00136441,S01013524,Hazlehead - 01,S02002523,Hazlehead,S12000033,Aberdeen City
S00136475,S01013524,Hazlehead - 01,S02002523,Hazlehead,S12000033,Aberdeen City
S00136519,S01013524,Hazlehead - 01,S02002523,Hazlehead,S12000033,Aberdeen City
S00136561,S01013524,Hazlehead - 01,S02002523,Hazlehead,S12000033,Aberdeen City
S00136559,S01013524,Hazlehead - 01,S02002523,Hazlehead,S12000033,Aberdeen City
S00136789,S01013524,Hazlehead - 01,S02002523,Hazlehead,S12000033,Aberdeen City
S00136400,S01013524,Hazlehead - 01,S02002523,Hazlehead,S12000033,Aberdeen City
S00136532,S01013525,Hazlehead - 02,S02002523,Hazlehead,S12000033,Aberdeen City
S00136571,S01013525,Hazlehead - 02,S02002523,Hazlehead,S12000033,Aberdeen City
S00136562,S01013525,Hazlehead - 02,S02002523,Hazlehead,S12000033,Aberdeen City
S00136878,S01013525,Hazlehead - 02,S02002523,Hazlehead,S12000033,Aberdeen City
S00136827,S01013525,Hazlehead - 02,S02002523,Hazlehead,S12000033,Aberdeen City
S00136733,S01013525,Hazlehead - 02,S02002523,Hazlehead,S12000033,Aberdeen City
S00136841,S01013525,Hazlehead - 02,S02002523,Hazlehead,S12000033,Aberdeen City
S00136971,S01013526,Hazlehead - 03,S02002523,Hazlehead,S12000033,Aberdeen City
S00136998,S01013526,Hazlehead - 03,S02002523,Hazlehead,S12000033,Aberdeen City
S00136993,S01013526,Hazlehead - 03,S02002523,Hazlehead,S12000033,Aberdeen City
S00136774,S01013526,Hazlehead - 03,S02002523,Hazlehead,S12000033,Aberdeen City
S00137044,S01013526,Hazlehead - 03,S02002523,Hazlehead,S12000033,Aberdeen City
S00137036,S01013526,Hazlehead - 03,S02002523,Hazlehead,S12000033,Aberdeen City
S00136694,S01013527,Hazlehead - 04,S02002523,Hazlehead,S12000033,Aberdeen City
S00136664,S01013527,Hazlehead - 04,S02002523,Hazlehead,S12000033,Aberdeen City
S00136751,S01013527,Hazlehead - 04,S02002523,Hazlehead,S12000033,Aberdeen City
S00136753,S01013527,Hazlehead - 04,S02002523,Hazlehead,S12000033,Aberdeen City
S00136806,S01013527,Hazlehead - 04,S02002523,Hazlehead,S12000033,Aberdeen City
S00136709,S01013527,Hazlehead - 04,S02002523,Hazlehead,S12000033,Aberdeen City
S00136552,S01013528,Hazlehead - 05,S02002523,Hazlehead,S12000033,Aberdeen City
S00136565,S01013528,Hazlehead - 05,S02002523,Hazlehead,S12000033,Aberdeen City
S00136564,S01013528,Hazlehead - 05,S02002523,Hazlehead,S12000033,Aberdeen City
S00136548,S01013528,Hazlehead - 05,S02002523,Hazlehead,S12000033,Aberdeen City
S00136591,S01013528,Hazlehead - 05,S02002523,Hazlehead,S12000033,Aberdeen City
S00136517,S01013528,Hazlehead - 05,S02002523,Hazlehead,S12000033,Aberdeen City
S00136542,S01013528,Hazlehead - 05,S02002523,Hazlehead,S12000033,Aberdeen City
S00136541,S01013528,Hazlehead - 05,S02002523,Hazlehead,S12000033,Aberdeen City
S00136695,S01013529,Hazlehead - 06,S02002523,Hazlehead,S12000033,Aberdeen City
S00136592,S01013529,Hazlehead - 06,S02002523,Hazlehead,S12000033,Aberdeen City
S00136683,S01013529,Hazlehead - 06,S02002523,Hazlehead,S12000033,Aberdeen City
S00136624,S01013529,Hazlehead - 06,S02002523,Hazlehead,S12000033,Aberdeen City
S00136602,S01013529,Hazlehead - 06,S02002523,Hazlehead,S12000033,Aberdeen City
S00136678,S01013529,Hazlehead - 06,S02002523,Hazlehead,S12000033,Aberdeen City
S00136727,S01013529,Hazlehead - 06,S02002523,Hazlehead,S12000033,Aberdeen City
S00136543,S01013530,Hazlehead - 07,S02002523,Hazlehead,S12000033,Aberdeen City
S00136575,S01013530,Hazlehead - 07,S02002523,Hazlehead,S12000033,Aberdeen City
S00136556,S01013530,Hazlehead - 07,S02002523,Hazlehead,S12000033,Aberdeen City
S00136569,S01013530,Hazlehead - 07,S02002523,Hazlehead,S12000033,Aberdeen City
S00136553,S01013530,Hazlehead - 07,S02002523,Hazlehead,S12000033,Aberdeen City
S00136530,S01013531,Hazlehead - 08,S02002523,Hazlehead,S12000033,Aberdeen City
S00136449,S01013531,Hazlehead - 08,S02002523,Hazlehead,S12000033,Aberdeen City
S00136422,S01013531,Hazlehead - 08,S02002523,Hazlehead,S12000033,Aberdeen City
S00136505,S01013531,Hazlehead - 08,S02002523,Hazlehead,S12000033,Aberdeen City
S00136531,S01013531,Hazlehead - 08,S02002523,Hazlehead,S12000033,Aberdeen City
S00136482,S01013531,Hazlehead - 08,S02002523,Hazlehead,S12000033,Aberdeen City
S00136507,S01013531,Hazlehead - 08,S02002523,Hazlehead,S12000033,Aberdeen City
S00136491,S01013531,Hazlehead - 08,S02002523,Hazlehead,S12000033,Aberdeen City
S00136446,S01013532,Summerhill - 01,S02002524,Summerhill,S12000033,Aberdeen City
S00136374,S01013532,Summerhill - 01,S02002524,Summerhill,S12000033,Aberdeen City
S00136419,S01013532,Summerhill - 01,S02002524,Summerhill,S12000033,Aberdeen City
S00136456,S01013532,Summerhill - 01,S02002524,Summerhill,S12000033,Aberdeen City
S00136467,S01013532,Summerhill - 01,S02002524,Summerhill,S12000033,Aberdeen City
S00136433,S01013532,Summerhill - 01,S02002524,Summerhill,S12000033,Aberdeen City
S00136496,S01013532,Summerhill - 01,S02002524,Summerhill,S12000033,Aberdeen City
S00136301,S01013533,Summerhill - 02,S02002524,Summerhill,S12000033,Aberdeen City
S00136382,S01013533,Summerhill - 02,S02002524,Summerhill,S12000033,Aberdeen City
S00136336,S01013533,Summerhill - 02,S02002524,Summerhill,S12000033,Aberdeen City
S00136337,S01013533,Summerhill - 02,S02002524,Summerhill,S12000033,Aberdeen City
S00136329,S01013533,Summerhill - 02,S02002524,Summerhill,S12000033,Aberdeen City
S00136501,S01013533,Summerhill - 02,S02002524,Summerhill,S12000033,Aberdeen City
S00136402,S01013533,Summerhill - 02,S02002524,Summerhill,S12000033,Aberdeen City
S00136353,S01013534,Summerhill - 03,S02002524,Summerhill,S12000033,Aberdeen City
S00136358,S01013534,Summerhill - 03,S02002524,Summerhill,S12000033,Aberdeen City
S00136384,S01013534,Summerhill - 03,S02002524,Summerhill,S12000033,Aberdeen City
S00136357,S01013534,Summerhill - 03,S02002524,Summerhill,S12000033,Aberdeen City
S00136375,S01013535,Summerhill - 04,S02002524,Summerhill,S12000033,Aberdeen City
S00136347,S01013535,Summerhill - 04,S02002524,Summerhill,S12000033,Aberdeen City
S00136348,S01013535,Summerhill - 04,S02002524,Summerhill,S12000033,Aberdeen City
S00136393,S01013535,Summerhill - 04,S02002524,Summerhill,S12000033,Aberdeen City
S00136350,S01013535,Summerhill - 04,S02002524,Summerhill,S12000033,Aberdeen City
S00136450,S01013535,Summerhill - 04,S02002524,Summerhill,S12000033,Aberdeen City
S00136394,S01013535,Summerhill - 04,S02002524,Summerhill,S12000033,Aberdeen City
S00136452,S01013535,Summerhill - 04,S02002524,Summerhill,S12000033,Aberdeen City
S00136366,S01013536,Summerhill - 05,S02002524,Summerhill,S12000033,Aberdeen City
S00136369,S01013536,Summerhill - 05,S02002524,Summerhill,S12000033,Aberdeen City
S00136365,S01013536,Summerhill - 05,S02002524,Summerhill,S12000033,Aberdeen City
S00136409,S01013536,Summerhill - 05,S02002524,Summerhill,S12000033,Aberdeen City
S00136386,S01013536,Summerhill - 05,S02002524,Summerhill,S12000033,Aberdeen City
S00136372,S01013536,Summerhill - 05,S02002524,Summerhill,S12000033,Aberdeen City
S00136392,S01013537,Midstocket - 01,S02002525,Midstocket,S12000033,Aberdeen City
S00136345,S01013537,Midstocket - 01,S02002525,Midstocket,S12000033,Aberdeen City
S00136287,S01013537,Midstocket - 01,S02002525,Midstocket,S12000033,Aberdeen City
S00136286,S01013537,Midstocket - 01,S02002525,Midstocket,S12000033,Aberdeen City
S00136262,S01013537,Midstocket - 01,S02002525,Midstocket,S12000033,Aberdeen City
S00136364,S01013537,Midstocket - 01,S02002525,Midstocket,S12000033,Aberdeen City
S00136483,S01013538,Midstocket - 02,S02002525,Midstocket,S12000033,Aberdeen City
S00136465,S01013538,Midstocket - 02,S02002525,Midstocket,S12000033,Aberdeen City
S00136415,S01013538,Midstocket - 02,S02002525,Midstocket,S12000033,Aberdeen City
S00136431,S01013538,Midstocket - 02,S02002525,Midstocket,S12000033,Aberdeen City
S00136371,S01013538,Midstocket - 02,S02002525,Midstocket,S12000033,Aberdeen City
S00136423,S01013539,Midstocket - 03,S02002525,Midstocket,S12000033,Aberdeen City
S00136453,S01013539,Midstocket - 03,S02002525,Midstocket,S12000033,Aberdeen City
S00136389,S01013539,Midstocket - 03,S02002525,Midstocket,S12000033,Aberdeen City
S00136416,S01013539,Midstocket - 03,S02002525,Midstocket,S12000033,Aberdeen City
S00136376,S01013539,Midstocket - 03,S02002525,Midstocket,S12000033,Aberdeen City
S00136420,S01013539,Midstocket - 03,S02002525,Midstocket,S12000033,Aberdeen City
S00136293,S01013539,Midstocket - 03,S02002525,Midstocket,S12000033,Aberdeen City
S00136418,S01013539,Midstocket - 03,S02002525,Midstocket,S12000033,Aberdeen City
S00136363,S01013539,Midstocket - 03,S02002525,Midstocket,S12000033,Aberdeen City
S00136325,S01013540,Midstocket - 04,S02002525,Midstocket,S12000033,Aberdeen City
S00136317,S01013540,Midstocket - 04,S02002525,Midstocket,S12000033,Aberdeen City
S00136311,S01013540,Midstocket - 04,S02002525,Midstocket,S12000033,Aberdeen City
S00136299,S01013540,Midstocket - 04,S02002525,Midstocket,S12000033,Aberdeen City
S00136308,S01013540,Midstocket - 04,S02002525,Midstocket,S12000033,Aberdeen City
S00136318,S01013540,Midstocket - 04,S02002525,Midstocket,S12000033,Aberdeen City
S00136408,S01013541,Midstocket - 05,S02002525,Midstocket,S12000033,Aberdeen City
S00136462,S01013541,Midstocket - 05,S02002525,Midstocket,S12000033,Aberdeen City
S00136383,S01013541,Midstocket - 05,S02002525,Midstocket,S12000033,Aberdeen City
S00136395,S01013541,Midstocket - 05,S02002525,Midstocket,S12000033,Aberdeen City
S00136397,S01013541,Midstocket - 05,S02002525,Midstocket,S12000033,Aberdeen City
S00136354,S01013541,Midstocket - 05,S02002525,Midstocket,S12000033,Aberdeen City
S00136309,S01013541,Midstocket - 05,S02002525,Midstocket,S12000033,Aberdeen City
S00136312,S01013542,Midstocket - 06,S02002525,Midstocket,S12000033,Aberdeen City
S00136346,S01013542,Midstocket - 06,S02002525,Midstocket,S12000033,Aberdeen City
S00136302,S01013542,Midstocket - 06,S02002525,Midstocket,S12000033,Aberdeen City
S00136110,S01013542,Midstocket - 06,S02002525,Midstocket,S12000033,Aberdeen City
S00136271,S01013542,Midstocket - 06,S02002525,Midstocket,S12000033,Aberdeen City
S00136248,S01013542,Midstocket - 06,S02002525,Midstocket,S12000033,Aberdeen City
S00136123,S01013542,Midstocket - 06,S02002525,Midstocket,S12000033,Aberdeen City
S00136444,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136447,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136436,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136413,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136445,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136459,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136458,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136448,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136470,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136424,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136404,S01013543,Rosemount - 01,S02002526,Rosemount,S12000033,Aberdeen City
S00136432,S01013544,Rosemount - 02,S02002526,Rosemount,S12000033,Aberdeen City
S00136443,S01013544,Rosemount - 02,S02002526,Rosemount,S12000033,Aberdeen City
S00136435,S01013544,Rosemount - 02,S02002526,Rosemount,S12000033,Aberdeen City
S00136390,S01013544,Rosemount - 02,S02002526,Rosemount,S12000033,Aberdeen City
S00136406,S01013544,Rosemount - 02,S02002526,Rosemount,S12000033,Aberdeen City
S00136370,S01013544,Rosemount - 02,S02002526,Rosemount,S12000033,Aberdeen City
S00136373,S01013544,Rosemount - 02,S02002526,Rosemount,S12000033,Aberdeen City
S00136385,S01013544,Rosemount - 02,S02002526,Rosemount,S12000033,Aberdeen City
S00136349,S01013544,Rosemount - 02,S02002526,Rosemount,S12000033,Aberdeen City
S00136319,S01013545,Rosemount - 03,S02002526,Rosemount,S12000033,Aberdeen City
S00136314,S01013545,Rosemount - 03,S02002526,Rosemount,S12000033,Aberdeen City
S00136281,S01013545,Rosemount - 03,S02002526,Rosemount,S12000033,Aberdeen City
S00136326,S01013545,Rosemount - 03,S02002526,Rosemount,S12000033,Aberdeen City
S00136254,S01013545,Rosemount - 03,S02002526,Rosemount,S12000033,Aberdeen City
S00136278,S01013545,Rosemount - 03,S02002526,Rosemount,S12000033,Aberdeen City
S00136290,S01013545,Rosemount - 03,S02002526,Rosemount,S12000033,Aberdeen City
S00136440,S01013546,Rosemount - 04,S02002526,Rosemount,S12000033,Aberdeen City
S00136387,S01013546,Rosemount - 04,S02002526,Rosemount,S12000033,Aberdeen City
S00136388,S01013546,Rosemount - 04,S02002526,Rosemount,S12000033,Aberdeen City
S00136399,S01013546,Rosemount - 04,S02002526,Rosemount,S12000033,Aberdeen City
S00136355,S01013546,Rosemount - 04,S02002526,Rosemount,S12000033,Aberdeen City
S00136381,S01013546,Rosemount - 04,S02002526,Rosemount,S12000033,Aberdeen City
S00136344,S01013546,Rosemount - 04,S02002526,Rosemount,S12000033,Aberdeen City
S00136401,S01013546,Rosemount - 04,S02002526,Rosemount,S12000033,Aberdeen City
S00136434,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136411,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136430,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136457,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136426,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136417,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136464,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136328,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136437,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136398,S01013547,Rosemount - 05,S02002526,Rosemount,S12000033,Aberdeen City
S00136442,S01013548,Rosemount - 06,S02002526,Rosemount,S12000033,Aberdeen City
S00136425,S01013548,Rosemount - 06,S02002526,Rosemount,S12000033,Aberdeen City
S00136427,S01013548,Rosemount - 06,S02002526,Rosemount,S12000033,Aberdeen City
S00136340,S01013548,Rosemount - 06,S02002526,Rosemount,S12000033,Aberdeen City
S00136351,S01013548,Rosemount - 06,S02002526,Rosemount,S12000033,Aberdeen City
S00136429,S01013549,Rosemount - 07,S02002526,Rosemount,S12000033,Aberdeen City
S00136500,S01013549,Rosemount - 07,S02002526,Rosemount,S12000033,Aberdeen City
S00136485,S01013549,Rosemount - 07,S02002526,Rosemount,S12000033,Aberdeen City
S00136476,S01013549,Rosemount - 07,S02002526,Rosemount,S12000033,Aberdeen City
S00136468,S01013549,Rosemount - 07,S02002526,Rosemount,S12000033,Aberdeen City
S00136451,S01013549,Rosemount - 07,S02002526,Rosemount,S12000033,Aberdeen City
